"Id";"classNumber";"subjectName";"topicName";"typeName";"question";"Option 1";"Option 2";"Option 3";"Option 4";"Option 5";"Option 6"
"305";"IX";"SocialStudies";"PeopleasResource";"CBSE";"In which area of India is the literacy rate the lowest?";;;;;;
"306";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which sector of the Indian economy absorbs the maximum labour?";;;;;;
"307";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Can finished goods produced by an industry be treated as fixed capital?";;;;;;
"308";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How will you define the life expectancy of a new born baby?";;;;;;
"309";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the major reason for education having an important role in human capital formation?";;;;;;
"310";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is it true that the literacy rate of a population is the population multiplied by 100 divided by the number of literate people?";;;;;;
"311";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is drinking tea from a tea stall in the market a non-economic activity?";;;;;;
"312";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which person out of a farm labourer, a construction worker and a miner is having seasonal employment?";;;;;;
"313";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the meaning of vocational education?";;;;;;
"314";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you understand by the term 'human resource'?";;;;;;
"315";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is human capital?";;;;;;
"316";"IX";"SocialStudies";"PeopleasResource";"CBSE";"A person is making envelops with the help of papers. In which sector should his activity be included?";;;;;;
"317";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which state in India has highest literacy rate?";;;;;;
"318";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you understand by the term ""Sarva Shiksha Abhiyan""?";;;;;;
"319";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the name of the school set in each district by the government for talented students of rural area?";;;;;;
"320";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which is the most labour absorbing sector of economy?";;;;;;
"321";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Name the two type of unemployment exist in rural India.";;;;;;
"322";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Name the phenomenon of shifting of labourers from rural area to urban area in search of work.";;;;;;
"323";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the full form of GNP?";;;;;;
"324";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the current literacy rate of India according to Census of 2011 ? ";;;;;;
"325";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why is human capital the most important factor of production? Give three reasons.";;;;;;
"326";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are various activities which are classified into the three main sectors? Name each sector with suitable examples.";;;;;;
"327";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the difference between economic activities and non-economic activities?";;;;;;
"328";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What role does education play towards growth of society?";;;;;;
"329";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why does unemployment have a detrimental effect on the overall growth of an economy?";;;;;;
"330";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Explain why Infant Mortality Rate (IMR) and literacy rate are considered to be indicators of human resource development.";;;;;;
"331";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Do you notice any difference between the two friends Vilas and Sakal? What are those?";;;;;;
"332";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Visit a nearby village or a slum area and write down a case study of a boy or girl of your age facing the same condition as Vilas or Sakal.";;;;;;
"333";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Based on the picture can you classify these activities into three sectors??";;;;;;
"334";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Say whether these activities are economic or non-economic activities. Vilas sells fish in the village market. (b) Vilas cooks food for his family. (c) Sakal works in the private firm. (d) Sakal looks after his younger brother and sister.";;;;;;
"335";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of health in human capital formation?";;;;;;
"336";"IX";"SocialStudies";"PeopleasResource";"CBSE";"In which field do you think India can build the maximum employment opportunity?";;;;;;
"337";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Can you suggest some measures in the education system to mitigate the problem of the educated-unemployed?";;;;;;
"338";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Can you imagine some village which initially had no job opportunities but later came up with many?";;;;;;
"339";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which capital would you consider the best - land, labour, physical capital and human capital? Why?";;;;;;
"340";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why is human resource considered to be the best resource ? Explain. Or Why is human resource superior to any other resource? Explain with the help of three arguments.";;;;;;
"341";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why do educated parents invest more heavily on their children's education? Give three reasons.";;;;;;
"342";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is meant by 'People as Resource'? Explain how is human resource different from other resources like land and physical capitals?";;;;;;
"343";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is meant by economic activities and how are these classified? Give one example of each. Or Distinguish between market and non-market activities with three points of distinction, Or What are the two type of economic activity? State two characteristics of each.";;;;;;
"344";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Describe any three steps taken by government in the field of education.";;;;;;
"345";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Mention any three features of National health policy.";;;;;;
"346";"IX";"SocialStudies";"PeopleasResource";"CBSE";"On what factors do the quality of population depend? How does the education enhances the quality of population? Explain. Or Analyse the role of education in the formations of human capital. Or How can education contribute toward the growth of society? Explain in three points.";;;;;;
"347";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Explain in three points the role of health in human capital formation. Or Why has the improvement in health status of population has been the basic priority of a country? Given three reasons. Or ""Health is the priority of the country"". Justify the statement giving five arguments.";;;;;;
"348";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Explain any three demerits of unemployment. Or ""Unemployment leads to a depressed economy"". Justify the statement with five arguments. Or ""Increase in unemployment is an indicator of a depressed economy"". Do you agree with this statement. Support your answer by giving arguments. ?";;;;;;
"349";"IX";"SocialStudies";"PeopleasResource";"CBSE";"the four requirements for the production of goods and services. What are the items that come under physical capital ?";;;;;;
"350";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the two types of unemployment found in rural areas? How does unemployment affect the overall growth of an economy? Explain by giving four points.";;;;;;
"351";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why are women employed in low paid work?";;;;;;
"352";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why is educated unemployment, a peculiar problem of India ?";;;;;;
"353";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the objectives of India's national policy on health? Suggest two ways in which the policy objectives can be met.";;;;;;
"354";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the mid-day meal scheme? Explain its purpose.";;;;;;
"355";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Study the graph and answer the following questions.??(a) Has the literacy rates of the population increased since 1951 ? (b) In which year, India has the highest literacy rates? (c) Why literacy rate is high among the males of India? (d) Why are women less educated than men? (e) How would you calculate literacy rate in India?  8. Table: Health Infrastructure over the years(SC : Sub Centre PHC: Primary Health Centre CHC: Community Health Centre Study the above table and answer the following questions. What is the percentage increase in dispensaries from 1951 to 2001 ? (b) What is the percentage increase in doctors and nursing personnel from 1951 to 2001? (c) Do you think the increase in the number of doctors and nurses is adequate for India? If not, why? (d) What other facilities would you like to provide in a hospital? (e) Discuss about the hospital you have visited.)";;;;;;
"356";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the difference between disguised unemployment and seasonal unemployment?";;;;;;
"357";"IX";"SocialStudies";"PeopleasResource";"CBSE";"""Sakal was meritorious and interested in studies from the beginning.... .After sometime he got a job in a private firm..... His boss acknowledged his services and rewarded him with a promotion."" ""Vilas's father Mahesh was a fisherman, who passed away when he was only two years old. His mother Geeta sold fish to earn money to feed the family. She could earn only Rs. 20 to 30 a day by selling fish. Vilas......was not interested in studies. He helped his mother in cooking and also looked after his younger brother Mohan. After his mother died, Vilas, too, was forced to sell fish in the same village. He, like his mother, earned only a meagre income."" Sakal and Vilas are friends. What has Vilas not got which Sakal had? Is it possible for Vilas to improve his financial position now? If so how? Explain in about 120 words.";;;;;;
"358";"IX";"SocialStudies";"PeopleasResource";"CBSE";"""The health of a person helps him to realize his potential and the ability to fight illness. An unhealthy person becomes a liability for an organisation ....."". Many private companies and the government have elaborate healthcare benefits including group insurance for their permanent employees. However, no such schemes are made available to the temporary or contractual employees. Do you think that this practice by government and private companies is justified? If so, why ? If not, how can this matter be rectified without loss to the government/private company or to the temporary/ contractual employee?";;;;;;
"359";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How can large population be turned in a productive asset? Explain. Or Explain the importance of people as a resource. Or What is meant by people as a resource? Explain.";;;;;;
"360";"IX";"SocialStudies";"PeopleasResource";"CBSE";"""Human resources is an indispensable factor of production"". Justify.";;;;;;
"361";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How are children of educated parents different from those of uneducated parents? Give three points of difference.";;;;;;
"362";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why did Japan emerge as a developed country in spite of its poor natural resources? Why is Japan a developed and rich country in spite of lacking in natural resources? Or Despite insufficient availability of natural resources, Japan has emerged as a rich and developed nation. Justify the statement with three significant factors responsible for making Japan rich.";;;;;;
"363";"IX";"SocialStudies";"PeopleasResource";"CBSE";"List three non-economic activities.";;;;;;
"364";"IX";"SocialStudies";"PeopleasResource";"CBSE";"The quality of a population depends on which factors?";;;;;;
"365";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What was the purpose of Sarva Shiksha Abhiyan? What are its goals?";;;;;;
"366";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you mean by people as resource?";;;;;;
"367";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Distinguish between physical and human capital.";;;;;;
"368";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you understand by 'people as a resource'?";;;;;;
"369";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How is human resource different from other resources like land and physical capital?";;;;;;
"370";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of education in human capital formation?";;;;;;
"371";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What part does health play in the individual's working life?";;;;;;
"372";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the various activities undertaken in the Primary sector, Secondary sector and Tertiary sector?";;;;;;
"373";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How will you explain the term unemployment?";;;;;;
"374";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How does Population become human capital?";;;;;;
"375";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What does 'People as a Resource' mean?";;;;;;
"376";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is 'human capital formation'?";;;;;;
"377";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How can investment be made in human capital?";;;;;;
"378";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How is human capital superior to other resources?";;;;;;
"379";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How can a large population of India be turned as an asset rather than a liability?";;;;;;
"380";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What kind of investment can be made on a child?";;;;;;
"381";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How a vicious cycle is created by illiterate parents for their children?";;;;;;
"382";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why educated parents invest heavily on the education of their children?";;;;;;
"383";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How have countries like Japan become rich and developed?";;;;;;
"384";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Classify various activities on the basis of its economic benefit?";;;;;;
"385";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are Primary Activities?";;;;;;
"386";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which activities are included in Secondary sector?";;;;;;
"387";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are Tertiary Activities?";;;;;;
"388";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are economic activities?";;;;;;
"389";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are Market Activities?";;;;;;
"390";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are Non-Market Activities?";;;;;;
"391";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How is division of labours made between men and women in the family?";;;;;;
"392";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is women's work an economic activity?";;;;;;
"393";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the major determinants of earnings?";;;;;;
"394";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are unorganised sectors?";;;;;;
"395";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What kinds of jobs, attract women in organised sector?";;;;;;
"396";"IX";"SocialStudies";"PeopleasResource";"CBSE";"In which other sectors have women with high education and skill entered?";;;;;;
"397";"IX";"SocialStudies";"PeopleasResource";"CBSE";"On what factors the quality of population depends?";;;;;;
"398";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How can population be a liability and how can it be made an asset?";;;;;;
"399";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How does education play as an important input for human capital formation?";;;;;;
"400";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the benefits of vocational education at school level?";;;;;;
"401";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Has the literacy rates of population increased since 1951?";;;;;;
"402";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why literacy rate is high among the males of India?";;;;;;
"403";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you know about ""Sarva Siksha Abhiyan""?";;;;;;
"404";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the aim of Sarva Shiksha Abhiyan?";;;;;;
"405";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why was mid-day meal scheme launched by the government in the schools?";;;;;;
"406";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the strategy of eleventh plan for education and literacy?";;;;;;
"407";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the result of this eleventh plan?";;;;;;
"408";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the benefit of good health?";;;;;;
"409";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the national policy of India for health?";;;;;;
"410";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the status of 'unemployment'?";;;;;;
"411";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What kind of unemployments exists in rural and urban areas?";;;;;;
"412";"IX";"SocialStudies";"PeopleasResource";"CBSE";"When does seasonal unemployment take place?";;;;;;
"413";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What happens in disguised unemployment?";;;;;;
"414";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Who are educated unemployed?";;;;;;
"415";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the result of unemployment in a country?";;;;;;
"416";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How unemployment has detrimental impact on the overall growth of an economy?";;;;;;
"417";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Surplus labour in agriculture has moved to which jobs in secondary and tertiary sector?";;;;;;
"418";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which capital would you consider the best-land, labours, physical capital or human capital? ?";;;;;;
"419";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you understand by 'people as resource'?";;;;;;
"420";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How is human resource different from other resources like land and physical capital?";;;;;;
"421";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of education in human capital formation?";;;;;;
"422";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of health in human capital formation?";;;;;;
"423";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is it true that educated parents invest more heavily on their children's education and why?";;;;;;
"424";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How did countries like Japan become rich?";;;;;;
"425";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of health in the working life of an individual?";;;;;;
"426";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Classify various activities into primary, secondary and tertiary sectors.";;;;;;
"427";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What are the differences between Market and Non-market activities?";;;;;;
"428";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How do educated women earn at par with their male counterparts?";;;;;;
"429";"IX";"SocialStudies";"PeopleasResource";"CBSE";"On what factors does the quality of population depend on?";;;;;;
"430";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is India's national policy for health?";;;;;;
"431";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Explain the term 'unemployment' in the context of India.";;;;;;
"432";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why is educated unemployment a peculiar problem in India?";;;;;;
"433";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why are people of a country referred as resource?";;;;;;
"434";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How does investment in human capital yield a return just like investment in physical capital?";;;;;;
"435";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Is large population considered a liability rather than an asset?";;;;;;
"436";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the present employment scenario in the three sectors? ";;;;;;
"437";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What do you know about 'Sarva Shiksha Abhiyan'?";;;;;;
"438";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How does seasonal unemployment occur?";;;;;;
"439";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Do you think that people appear employed in disguised unemployment?";;;;;;
"440";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the impact of unemployment?";;;;;;
"441";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of education in human capital formation?";;;;;;
"442";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why are women employed in low-paid work?";;;;;;
"443";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What was the Tenth Plan endeavour to increase the enrolment in higher education?";;;;;;
"444";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What does unemployment mean? What types of unemployment do we have in rural areas?";;;;;;
"445";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What kind of unemployment exists in urban areas?";;;;;;
"446";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How can you prove statistically that the unemployment rate is low in India?";;;;;;
"447";"IX";"SocialStudies";"PeopleasResource";"CBSE";"""The employment structure is characterised by self-employment in primary sector."" Explain";;;;;;
"448";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Can you suggest some measures in the education system to mitigate the problem of the educated unemployed?";;;;;;
"449";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Describe the policy of government in the field of education. ";;;;;;
"450";"IX";"SocialStudies";"PeopleasResource";"CBSE";"The full form of GNP is: (a) Gross National Product (b) Green Nation People (c) Green National Project (d) Gross National Performance";;;;;;
"451";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Quarrying and manufacturing is included in the: (a) Primary sector (b) Secondary sector (c) Tertiary sector (d) Government sector";;;;;;
"452";"IX";"SocialStudies";"PeopleasResource";"CBSE";"An activity performed for profit or for services provided can be termed as: (a) Market activity (b) Professional activity (c) Non-market activity (d) Formal activity";;;;;;
"453";"IX";"SocialStudies";"PeopleasResource";"CBSE";"'Sarva Shiksha Abhiyan' is a significant step towards providing education to all children in the age group: (a) 6-14 years (b) 5-10 years (c) 5-14 years (d) 10-15 years";;;;;;
"454";"IX";"SocialStudies";"PeopleasResource";"CBSE";"When people appear to be employed, this kind of unemployment is called: (a) Seasonal unemployment (b) Educated unemployment (c) Disguised unemployment (d) All of the above";;;;;;
"455";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Which one of these is the most labour absorbing sector of the economy? (a) Industries (b) Agriculture (c) Transportation (d) Service ? ";;;;;;
"456";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What does 'human capital' stand for?";;;;;;
"457";"IX";"SocialStudies";"PeopleasResource";"CBSE";"How is human resource different from other resources like land and physical capital?";;;;;;
"458";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What is the role of education in human capital formation?";;;;;;
"459";"IX";"SocialStudies";"PeopleasResource";"CBSE";"Why women are paid less when they are illiterate and not skilled in comparison to educated and skilled ones?";;;;;;
"460";"IX";"SocialStudies";"PeopleasResource";"CBSE";"What does quality of population imply?";;;;;;
"461";"IX";"SocialStudies";"PeopleasResource";"CBSE";"'Health is wealth', is it true? Describe the role played by health in the individual's working life. ?";;;;;;
